,actual values,predicted values
12821,[-0.72633117],[-0.89244081]
12822,[-0.39538496],[-0.47334074]
12823,[-1.10455541],[-0.85005228]
12824,[1.19180605],[0.55761482]
12825,[1.19180605],[0.8984054]
12826,[-0.63177511],[-0.73567551]
12827,[-0.49669502],[-0.2165206]
12828,[0.11116536],[-0.09757078]
12829,[-1.0842934],[-1.1521458]
12830,[1.56327629],[2.75502562]
12831,[0.67174772],[0.63350789]
12832,[-0.59125108],[-0.44806937]
12833,[0.17870541],[0.88665215]
12834,[-0.36161494],[-0.40379063]
12835,[3.79209771],[2.56541371]
12836,[0.71902575],[0.72713002]
12837,[-0.28732089],[-0.00758936]
12838,[-0.26030487],[-0.64023796]
12839,[-0.73308517],[-1.00454522]
12840,[0.19896742],[0.27734152]
12841,[-1.1728519],[-0.9450699]
12842,[-0.32784492],[-0.37235969]
12843,[-0.74659318],[-0.4077534]
12844,[-1.2396355],[-1.39569272]
12845,[0.75279577],[1.01773468]
12846,[0.28001547],[0.50060208]
12847,[-0.42915498],[-0.84622755]
12848,[0.9554159],[0.97952042]
12849,[0.04362532],[-0.5949849]
12850,[0.02674031],[0.11129777]
12851,[-0.9357053],[-0.83764049]
12852,[0.61771569],[0.65178033]
12853,[-0.7668552],[-0.72433007]
12854,[0.07739534],[0.5404577]
12855,[1.25259209],[1.46703398]
12856,[-0.39538496],[-0.55986783]
12857,[0.19896742],[-0.00860308]
12858,[0.34755551],[0.02057709]
12859,[0.88787586],[1.20659689]
12860,[0.61771569],[0.56780429]
12861,[-0.12522479],[0.22160557]
12862,[-0.19276483],[0.10698616]
12863,[-0.26030487],[-0.46275211]
12864,[0.75279577],[0.6654152]
12865,[-0.11847078],[-0.02052575]
12866,[-0.80062522],[-0.68756058]
12867,[1.4146882],[2.06579456]
12868,[-0.12522479],[0.05964892]
12869,[0.81282536],[-0.01370698]
12870,[1.32688614],[1.82732854]
12871,[1.71726759],[1.72979055]
12872,[0.41509556],[0.11091564]
12873,[-1.13832543],[-0.70849887]
12874,[-1.00324535],[-0.99261223]
12875,[-1.17209546],[-0.95211798]
12876,[-0.26030487],[0.36260001]
12877,[2.64391698],[2.81791903]
12878,[-0.28056689],[-0.09715806]
12879,[3.69078765],[3.43166036]
12880,[1.29311612],[2.2394085]
12881,[-0.24004286],[-0.15080375]
12882,[1.01620194],[0.60539637]
12883,[0.00234485],[-0.0725121]
12884,[1.98877856],[1.63565202]
12885,[-0.9221973],[-0.59402347]
12886,[-1.10455541],[-1.38897964]
12887,[-0.7668552],[-0.62555442]
12888,[0.56368365],[0.42578347]
12889,[-0.80062522],[-0.56165619]
12890,[-0.15899481],[-0.26999813]
12891,[1.02295595],[1.31064785]
12892,[-0.15899481],[-0.17779714]
12893,[-0.05768474],[0.49509688]
12894,[0.11716292],[-0.02716096]
12895,[-0.91544329],[-0.63681103]
12896,[-0.26030487],[-0.32398848]
12897,[1.76589642],[1.18587531]
12898,[-0.51695704],[-0.54764917]
12899,[2.28595475],[1.65274583]
12900,[0.98918592],[0.87293814]
12901,[2.29195231],[2.06395488]
12902,[-0.10496277],[-0.03765961]
12903,[-0.59800509],[-0.55701843]
12904,[-1.15183344],[-1.04112237]
12905,[-0.81413323],[-0.5277741]
12906,[-0.09145477],[-0.0249176]
12907,[-1.00999935],[-0.67062115]
12908,[0.25975346],[0.25440976]
12909,[-0.54397305],[0.19642706]
12910,[-0.80062522],[-0.80781085]
12911,[1.22557608],[0.64966893]
12912,[-0.36161494],[-0.03686705]
12913,[0.33404751],[0.20057618]
12914,[-1.11130942],[-1.09922288]
12915,[-0.90193528],[-1.02576301]
12916,[-1.32743755],[-1.184002]
12917,[-0.26030487],[-0.42744719]
12918,[1.19180605],[1.05280313]
12919,[0.21247543],[0.12553356]
12920,[1.4281962],[2.08257398]
12921,[2.81276709],[2.5485883]
12922,[1.52950627],[2.32637551]
12923,[-0.09145477],[-0.14942093]
12924,[-0.12522479],[0.25373046]
12925,[0.24624545],[0.08924161]
12926,[1.71186439],[1.35075008]
12927,[-0.80062522],[-0.62151587]
12928,[2.30621677],[1.60859469]
12929,[-0.49669502],[-1.02411428]
12930,[-0.462925],[-0.52168212]
12931,[0.85410584],[0.86187072]
12932,[0.75279577],[1.78931515]
12933,[0.41509556],[0.34033841]
12934,[1.09049599],[0.99877719]
12935,[-0.9221973],[-0.44765135]
12936,[0.11116536],[0.08246405]
12937,[-0.15899481],[0.09296606]
12938,[-1.2463895],[-1.37583756]
12939,[0.58394567],[0.10731756]
12940,[-0.51020303],[-0.47547842]
12941,[0.58394567],[0.03194254]
12942,[2.64391698],[1.85758933]
12943,[-0.22653485],[-0.37841988]
12944,[-0.37512295],[-0.46908468]
12945,[-1.73943182],[-1.69211766]
12946,[-0.462925],[-0.12327924]
12947,[-0.36161494],[-0.45522609]
12948,[1.05672597],[0.92460985]
12949,[-1.17209546],[-1.16005238]
12950,[0.7865658],[0.54966082]
12951,[0.61771569],[0.73717675]
12952,[0.53666764],[0.740955]
12953,[-0.53046505],[-0.33247604]
12954,[-0.53046505],[-0.41289821]
12955,[0.80682781],[1.21658766]
12956,[-1.13832543],[-0.98720242]
12957,[0.60420768],[0.40995656]
12958,[-0.59800509],[-0.47591837]
12959,[1.63081633],[0.64408311]
12960,[2.23867672],[1.59925238]
12961,[-1.16534145],[-0.97397091]
12962,[0.61771569],[0.28314643]
12963,[-0.32784492],[-0.77282233]
12964,[1.90097651],[1.23508439]
12965,[0.07739534],[0.7381204]
12966,[0.44886558],[0.18596389]
12967,[1.63081633],[1.67903547]
12968,[-0.462925],[-0.50423559]
12969,[-0.81413323],[-0.69251378]
12970,[-0.59800509],[-0.48996846]
12971,[-0.47643301],[-0.68206833]
12972,[0.34755551],[0.5115162]
12973,[-0.31433691],[-0.58338683]
12974,[-1.05862818],[-0.93567403]
12975,[1.8874685],[0.90266448]
12976,[1.2593461],[0.9313301]
12977,[-1.30717554],[-1.28378021]
12978,[-1.57058171],[-1.53883468]
12979,[-0.27381288],[-0.01682844]
12980,[-0.20863674],[-0.25785689]
12981,[-0.17925682],[-0.35206483]
12982,[-0.39538496],[-0.34625306]
12983,[-0.25430732],[-0.0705088]
12984,[0.68525573],[0.55789798]
12985,[-1.00324535],[-0.86475261]
12986,[-0.02391472],[0.05169872]
12987,[-0.69931515],[-0.61616697]
12988,[-0.15899481],[-0.23801553]
12989,[0.0098553],[-0.35327636]
12990,[-0.02391472],[-0.13228928]
12991,[-0.39538496],[-0.35668924]
12992,[-1.07078539],[-1.28029433]
12993,[-0.80062522],[-0.73772065]
12994,[-0.84790325],[-0.71716104]
12995,[-0.56423507],[-0.60361163]
12996,[-1.10455541],[-0.65342435]
12997,[-0.73308517],[-0.49991525]
12998,[0.46912759],[-0.00044641]
12999,[2.91407715],[2.50442203]
13000,[-1.05052338],[-0.94542762]
13001,[3.99471784],[3.35399412]
13002,[-0.09820877],[0.21671497]
13003,[1.2593461],[1.50438178]
13004,[-1.03701537],[-1.02248829]
13005,[1.44170421],[1.45009061]
13006,[0.26650746],[0.3250841]
13007,[-0.9357053],[-0.91574246]
13008,[0.82033582],[0.66905418]
13009,[0.04362532],[-0.044161]
13010,[1.50924426],[1.1322278]
13011,[-0.41226997],[-0.2405332]
13012,[-0.63177511],[-0.53302184]
13013,[-1.00324535],[-0.99343499]
13014,[3.3868507],[3.03757517]
13015,[0.07739534],[-0.04567379]
13016,[0.07739534],[0.14709555]
13017,[-0.39538496],[-0.6548612]
13018,[-0.462925],[-0.30792868]
13019,[1.98202456],[1.99715696]
13020,[-1.34094556],[-1.01942856]
13021,[-1.19235747],[-1.13159754]
13022,[-0.98973734],[-0.81691372]
13023,[-0.69256115],[-0.84436799]
13024,[0.04362532],[0.03572466]
13025,[0.17870541],[0.05543654]
13026,[-0.05768474],[-0.15515447]
13027,[-0.82764124],[-0.63540423]
13028,[1.90097651],[1.66618764]
13029,[0.88787586],[1.72117355]
13030,[0.75279577],[0.54537089]
13031,[0.04362532],[0.26167167]
13032,[-0.7668552],[-0.38359912]
13033,[0.24624545],[0.21010606]
13034,[-0.00365271],[0.28543696]
13035,[-0.73308517],[-0.69617079]
13036,[0.09765736],[0.2469811]
13037,[-0.6115131],[-0.49064223]
13038,[0.28001547],[0.06117287]
13039,[-0.07119275],[-0.26376049]
13040,[-0.09145477],[-0.42087292]
13041,[-0.80062522],[-0.71567215]
13042,[0.42860357],[0.96731909]
13043,[-0.26030487],[-0.07680518]
13044,[-1.10455541],[-1.39185073]
13045,[-0.7668552],[-0.94103114]
13046,[-0.53046505],[-0.3715905]
13047,[-0.57233987],[-0.38909195]
13048,[0.28676948],[0.16611302]
13049,[-0.85465725],[-0.72349501]
13050,[0.04362532],[0.14865001]
13051,[-0.05768474],[0.02772212]
13052,[-0.63177511],[-0.65599246]
13053,[-0.19276483],[-0.09315688]
13054,[-1.05727738],[-0.83238667]
13055,[-0.66554513],[-0.64522651]
13056,[0.75279577],[0.5741079]
13057,[0.26650746],[0.25103117]
13058,[-1.28691353],[-0.86574067]
13059,[0.88787586],[1.26217268]
13060,[-1.38146959],[-1.21133983]
13061,[-0.69931515],[-0.55875419]
13062,[-0.90193528],[-0.66840601]
13063,[0.07739534],[0.38142271]
13064,[-0.9357053],[-0.70549743]
13065,[0.74604177],[0.86852243]
13066,[2.37375681],[1.83608179]
13067,[2.91407715],[2.07089656]
13068,[-0.05768474],[-0.27401077]
13069,[-0.22653485],[-0.13013163]
13070,[-0.67905314],[-0.55240917]
13071,[1.4281962],[2.08516241]
13072,[-0.462925],[-0.71695123]
13073,[2.44129685],[2.3357822]
13074,[-0.59800509],[-0.63806515]
13075,[0.24624545],[-0.0687606]
13076,[0.21247543],[0.11811113]
13077,[-0.36161494],[0.08976328]
13078,[-0.91544329],[-0.97716044]
13079,[0.71902575],[0.53976037]
13080,[1.66458636],[1.81991316]
13081,[-0.15637425],[-0.13315678]
13082,[-0.32784492],[-0.22755748]
13083,[-0.81413323],[-0.98865343]
13084,[-0.53046505],[-0.39662358]
13085,[-0.15899481],[-0.42932299]
13086,[0.34755551],[0.28715572]
13087,[-0.90193528],[-0.94970124]
13088,[-1.32068355],[-1.06347291]
13089,[-0.26030487],[-0.34405625]
13090,[0.17870541],[0.04943411]
13091,[-0.59800509],[-0.22332892]
13092,[-0.9221973],[-1.01400446]
13093,[0.68525573],[0.91878564]
13094,[0.14493539],[0.46072731]
13095,[-1.10455541],[-1.38008524]
13096,[-0.48994102],[0.05013588]
13097,[-1.20586548],[-0.84574029]
13098,[-0.36161494],[-0.00618974]
13099,[-0.73308517],[-0.47362197]
13100,[0.21247543],[0.42128279]
13101,[-0.89518128],[-0.77446277]
13102,[-0.26030487],[-0.24880743]
13103,[1.49573625],[1.6494647]
13104,[-1.50979567],[-1.64120376]
13105,[-1.19235747],[-1.0640155]
13106,[2.14412066],[2.52277983]
13107,[-0.12522479],[0.00960568]
13108,[-0.49669502],[-0.41436142]
13109,[0.6379777],[0.16382504]
13110,[-1.20586548],[-1.21047672]
13111,[0.55017564],[0.55204946]
13112,[0.73253376],[0.52634373]
13113,[-1.13157143],[-0.89697784]
13114,[-1.10455541],[-1.09602726]
13115,[-0.7668552],[-0.67808135]
13116,[-0.42915498],[-0.21435545]
13117,[-0.14624325],[0.37617942]
13118,[-0.80062522],[-0.61570162]
13119,[0.07739534],[1.27636732]
13120,[1.93474653],[1.85990644]
13121,[0.31378549],[0.3772568]
13122,[0.07739534],[-0.21578113]
13123,[-0.39538496],[-0.31467309]
13124,[-0.74659318],[-0.74290828]
13125,[1.7321264],[0.68374645]
13126,[-0.73308517],[-0.85748125]
13127,[-0.29407489],[-0.52184292]
13128,[1.69835638],[1.4836943]
13129,[0.25975346],[0.11449241]
13130,[1.39442618],[1.86625623]
13131,[0.21247543],[0.02873966]
13132,[-0.42915498],[-0.57495734]
13133,[2.44129685],[1.20967209]
13134,[-1.61110574],[-1.69545588]
13135,[0.61771569],[0.72216807]
13136,[-0.83439524],[-1.04261723]
13137,[0.44886558],[0.47022153]
13138,[-0.82088723],[-0.86616907]
13139,[3.25177737],[2.18196919]
13140,[0.0098553],[-0.1111683]
13141,[-0.29407489],[-0.02257813]
13142,[-0.66554513],[-0.47697239]
13143,[0.26650746],[-0.17054139]
13144,[-0.15899481],[-0.00882662]
13145,[0.82033582],[1.07267756]
13146,[-0.462925],[-0.53470017]
13147,[-0.59800509],[-0.64899996]
13148,[0.36106352],[0.11321002]
13149,[-0.56423507],[-0.49089233]
13150,[-0.36161494],[-0.31216769]
13151,[3.26528538],[3.25276975]
13152,[0.92164588],[0.87334655]
13153,[-0.15899481],[-0.34428484]
13154,[0.21247543],[-0.13634037]
13155,[0.73928776],[0.04004566]
13156,[-0.6182671],[-0.45851174]
13157,[0.00310129],[0.15261058]
13158,[0.9554159],[1.1934376]
13159,[-0.51695704],[-0.4082394]
13160,[0.41509556],[0.19910501]
13161,[-1.28691353],[-1.06115338]
13162,[0.33404751],[0.02781724]
13163,[-0.66554513],[-0.56325903]
13164,[1.98877856],[1.33104973]
13165,[0.13142738],[-0.09097231]
13166,[-0.42915498],[0.31946417]
13167,[1.68484837],[1.33091439]
13168,[0.22936044],[-0.67264669]
13169,[-1.37471558],[-1.12244306]
13170,[0.07064134],[-0.18596701]
13171,[-0.21978085],[0.03758719]
13172,[2.37375681],[2.82814153]
13173,[1.02295595],[0.68024696]
13174,[-0.39538496],[-0.32980566]
13175,[-1.32743755],[-1.01987727]
13176,[0.52315963],[0.3499782]
13177,[-0.48994102],[-0.09778611]
13178,[1.93474653],[1.91607101]
13179,[0.47512515],[0.14613493]
13180,[0.21247543],[0.09787583]
13181,[-0.44266299],[-0.65922713]
13182,[-0.98298333],[-0.86517898]
13183,[-1.30717554],[-0.97787719]
13184,[-0.80062522],[-0.84301197]
13185,[0.75279577],[0.85983175]
13186,[2.61014696],[1.88714149]
13187,[-0.71282316],[-0.523166]
13188,[0.00234485],[0.04961943]
13189,[0.11116536],[0.09641136]
13190,[-1.27340552],[-1.12199006]
13191,[0.07739534],[-0.03576773]
13192,[0.28001547],[0.39219894]
13193,[0.12332257],[0.29385728]
13194,[-0.59800509],[-0.43435451]
13195,[-0.56423507],[-0.38613543]
13196,[0.21247543],[0.13908221]
13197,[-0.07119275],[-0.40394159]
13198,[-0.15899481],[-0.25675915]
13199,[0.55017564],[-0.23649339]
13200,[-0.56423507],[-0.62318033]
13201,[-0.462925],[0.27287618]
13202,[-0.85465725],[-0.9038372]
13203,[-1.27340552],[-1.13162855]
13204,[-0.88842727],[-0.91813343]
13205,[-0.49669502],[-0.58670914]
13206,[1.36065616],[1.23360261]
13207,[-0.83439524],[-1.03645646]
13208,[0.09765736],[-0.09865886]
13209,[-0.20027528],[0.26753301]
13210,[0.67174772],[0.73627666]
13211,[0.28001547],[0.21143886]
13212,[2.17113668],[2.12584847]
13213,[0.80682781],[0.83067415]
13214,[-0.44941699],[-0.26679166]
13215,[-0.88167327],[-0.44738964]
13216,[-1.10455541],[-1.19010218]
13217,[-1.00324535],[-0.97558472]
13218,[-0.56423507],[0.11429157]
13219,[-0.49669502],[-0.22078893]
13220,[0.11116536],[-0.27970314]
13221,[-0.02391472],[0.33477829]
13222,[0.51640562],[-0.03100164]
13223,[-1.01675336],[-0.99261635]
13224,[0.31378549],[0.099871]
13225,[-0.32784492],[-0.5128534]
13226,[-1.17209546],[-1.0964258]
13227,[-0.39538496],[-0.44782421]
13228,[-0.86816526],[-0.74774264]
13229,[-0.55072706],[-0.6635017]
13230,[0.09765736],[0.57758159]
13231,[-0.53046505],[-0.57465859]
13232,[1.02295595],[0.76968061]
13233,[0.71902575],[0.61231214]
13234,[1.56327629],[0.5697369]
13235,[-0.12522479],[0.00390345]
13236,[-0.49669502],[-0.52869115]
13237,[0.61771569],[0.33955499]
13238,[2.71145702],[1.99432869]
13239,[-0.40889297],[-0.95170441]
13240,[0.81282536],[0.14970449]
13241,[1.56327629],[0.50039634]
13242,[-0.80062522],[-0.8247884]
13243,[-0.53046505],[-0.19797397]
13244,[-0.27381288],[-0.12845081]
13245,[-0.29407489],[0.05701167]
13246,[-0.57774308],[-0.51593515]
13247,[-0.59800509],[-0.63646512]
13248,[-1.44225563],[-1.28057191]
13249,[-0.22653485],[0.37413016]
13250,[3.05591124],[2.61367744]
13251,[-0.59800509],[-0.63824193]
13252,[0.0098553],[0.1389959]
13253,[-0.26030487],[-0.39941758]
13254,[-1.54356569],[-1.39416265]
13255,[0.55017564],[0.43705819]
13256,[0.33404751],[-0.04107241]
13257,[-1.00324535],[-0.96537469]
13258,[-0.05093074],[-0.30524598]
13259,[-1.00324535],[-0.65024395]
13260,[0.40758511],[0.08948163]
13261,[1.22557608],[0.97896453]
13262,[1.12426601],[0.57394407]
13263,[1.27960811],[1.14883245]
13264,[0.07739534],[-0.05355989]
13265,[-0.29407489],[-0.06554847]
13266,[-0.26031163],[-0.18961341]
13267,[-0.05768474],[-0.09264097]
13268,[2.73771659],[2.80616494]
13269,[-0.36161494],[-0.00951107]
13270,[-0.66554513],[-0.58375712]
13271,[1.02295595],[1.17093162]
13272,[0.55017564],[0.02006013]
13273,[0.55017564],[-0.04458089]
13274,[-0.54397305],[-0.20503026]
13275,[-1.07078539],[-1.03334309]
13276,[-0.63177511],[-0.86179982]
13277,[1.56327629],[1.65874511]
13278,[0.88787586],[1.22295154]
13279,[0.21247543],[0.24954167]
13280,[-0.29407489],[0.19908422]
13281,[0.98918592],[1.30829612]
13282,[-0.26030487],[0.01120502]
13283,[-0.88167327],[-0.9854904]
13284,[0.28001547],[-0.25684325]
13285,[-0.82764124],[-0.84525477]
13286,[0.87436785],[0.65156345]
13287,[0.7865658],[1.53718972]
13288,[-0.19276483],[-0.34816453]
13289,[-0.36161494],[-0.37790664]
13290,[-0.78711721],[-0.47005044]
13291,[-0.9357053],[-0.92372898]
13292,[-0.05768474],[-0.01801916]
13293,[2.10359664],[0.65472658]
13294,[1.7321264],[2.12602329]
13295,[2.03605659],[2.40443251]
13296,[0.14493539],[0.44120775]
13297,[-0.53046505],[-0.63385957]
13298,[-0.3075829],[-0.08473981]
13299,[0.71902575],[0.43509105]
13300,[0.61771569],[0.50266731]
13301,[0.82033582],[0.93647788]
13302,[-0.51020303],[-0.66850371]
13303,[-0.83439524],[-0.67674777]
13304,[-0.12522479],[0.25228051]
13305,[-0.49669502],[0.06383375]
13306,[-0.39538496],[-0.21410984]
13307,[-0.88167327],[-0.58670579]
13308,[-0.9357053],[-0.82440646]
13309,[-0.90193528],[-0.91192405]
13310,[-0.12522479],[-0.17008977]
13311,[0.19145697],[0.08088624]
13312,[-1.03701537],[-1.15639402]
13313,[0.44886558],[-0.12674732]
13314,[0.28001547],[0.21805929]
13315,[-0.05768474],[0.20906667]
13316,[-0.48994102],[-0.50033006]
13317,[-0.96947533],[-0.97421821]
13318,[-0.39538496],[-0.74407909]
13319,[-0.27381288],[-0.1650684]
13320,[-0.34135292],[-0.20766401]
13321,[0.04362532],[0.35728367]
13322,[-0.97698578],[-1.20903295]
13323,[-1.03701537],[-1.10155268]
13324,[1.81992845],[1.95875075]
13325,[-1.07078539],[-1.1847155]
13326,[-0.90193528],[-0.7762742]
13327,[-1.00324535],[-1.06971033]
13328,[0.38132554],[-0.07398193]
13329,[2.13736666],[1.12192649]
13330,[0.05713333],[0.23428004]
13331,[0.55017564],[0.72397157]
13332,[0.20496498],[0.03295989]
13333,[-0.37512295],[-0.41008571]
13334,[-1.27340552],[-1.40304171]
13335,[0.07739534],[0.91311279]
13336,[-1.2396355],[-1.26218285]
13337,[2.2049067],[1.72628601]
13338,[-0.53046505],[-0.27411938]
13339,[0.88787586],[1.01672092]
13340,[-0.39538496],[-0.50788741]
13341,[0.44886558],[0.26202233]
13342,[-0.6115131],[-0.5715048]
13343,[0.04362532],[0.16784542]
13344,[-0.02391472],[0.32040341]
13345,[0.1651974],[-0.03667964]
13346,[-0.59800509],[-0.62374596]
13347,[-1.20586548],[-1.08061397]
13348,[0.33404751],[0.7041512]
13349,[-0.27381288],[-0.32279723]
13350,[-0.9357053],[-0.83775379]
13351,[-0.26030487],[-0.16846217]
13352,[-0.12522479],[-0.03975696]
13353,[3.11669728],[2.12503668]
13354,[1.68484837],[2.02000953]
13355,[0.60420768],[0.5933595]
13356,[-0.27381288],[-0.14574238]
13357,[0.07739534],[0.01060235]
13358,[-0.59800509],[-0.52078592]
13359,[0.34755551],[0.20166957]
13360,[0.82033582],[0.41860118]
13361,[-0.1454868],[-0.02970394]
13362,[-0.86816526],[-0.70071752]
13363,[-0.51020303],[-0.45594938]
13364,[-0.95596732],[-0.86879749]
13365,[-0.33459892],[-0.24932645]
13366,[0.0098553],[0.33860381]
13367,[-0.91544329],[-1.01430862]
13368,[-0.96609832],[-1.13023783]
13369,[-1.07078539],[-1.04965067]
13370,[0.4826356],[0.33430301]
13371,[-0.82088723],[-0.79840189]
13372,[1.34714815],[1.25663271]
13373,[-0.36161494],[-0.57051543]
13374,[0.11116536],[0.11174547]
13375,[-0.90193528],[-0.6237926]
13376,[-0.09145477],[-0.15064953]
13377,[0.20496498],[0.08137262]
13378,[-1.42199361],[-1.36680727]
13379,[0.02336331],[-0.11666621]
13380,[-1.59084372],[-1.56767511]
13381,[1.93474653],[1.59786468]
13382,[-0.90193528],[-0.96759804]
13383,[0.61771569],[0.5917106]
13384,[-1.13832543],[-1.0497224]
13385,[-1.15183344],[-1.10552743]
13386,[3.19774533],[3.07268803]
13387,[-1.54356569],[-1.60535042]
13388,[2.40752683],[2.00722643]
13389,[-0.42915498],[-0.56353643]
13390,[-0.16650526],[-0.32368653]
13391,[-0.00365271],[0.24488604]
13392,[0.13142738],[0.52574615]
13393,[-0.11922723],[0.23149995]
13394,[-0.05768474],[-0.18528006]
13395,[3.18423733],[1.8788786]
13396,[-0.20627284],[0.02114809]
13397,[1.50924426],[1.3515522]
13398,[1.22557608],[1.69953592]
13399,[-1.03701537],[-0.96228114]
13400,[1.04921551],[1.16180997]
13401,[-0.49669502],[-0.55877389]
13402,[-0.9357053],[-0.65229396]
13403,[-0.69931515],[-0.50313997]
13404,[-0.53046505],[-0.14989506]
13405,[-0.36161494],[-0.59386583]
13406,[-1.10455541],[-1.09471375]
13407,[0.13742493],[0.0063049]
13408,[0.11791937],[-0.1682524]
13409,[0.0098553],[0.34462648]
13410,[0.17870541],[0.04763707]
13411,[0.17870541],[0.16717501]
13412,[-0.15899481],[-0.32630832]
13413,[0.34755551],[0.72919196]
13414,[-1.01675336],[-0.9944949]
13415,[1.63081633],[1.65916452]
13416,[2.30621677],[1.91850384]
13417,[0.13142738],[-0.23013182]
13418,[0.07739534],[0.08474817]
13419,[-0.49669502],[-0.31651758]
13420,[2.44129685],[1.94490662]
13421,[0.71902575],[0.33239103]
13422,[0.04362532],[0.08747141]
13423,[-0.83439524],[-0.82988189]
13424,[1.09049599],[0.73300628]
13425,[-0.12522479],[-0.08766587]
13426,[-0.59800509],[-0.53925902]
13427,[-0.39538496],[0.04964888]
13428,[0.65148571],[0.02017319]
13429,[-0.05768474],[-0.13639166]
13430,[-0.15034968],[-0.39973071]
13431,[0.15844339],[-0.00492694]
13432,[-0.96947533],[-1.13414064]
13433,[-0.1387328],[-0.53972628]
13434,[-0.07119275],[-0.14906226]
13435,[-1.05052338],[-0.98387299]
13436,[-0.86816526],[-0.61741169]
13437,[1.83343646],[1.95670617]
13438,[0.90138387],[0.41866764]
13439,[-1.13832543],[-1.05365254]
13440,[0.82033582],[0.73619589]
13441,[-1.07078539],[-0.84580204]
13442,[0.32653705],[0.34056966]
13443,[-0.12522479],[0.36172512]
13444,[-0.51020303],[-0.12726493]
13445,[0.0098553],[-0.19384939]
13446,[0.68525573],[0.19383442]
13447,[1.75238841],[1.74472354]
13448,[-0.19276483],[-0.01197132]
13449,[-0.34135292],[-0.4117058]
13450,[-0.9221973],[-0.85355423]
13451,[-0.49669502],[-0.68964895]
13452,[-0.59800509],[-0.60046721]
13453,[-0.28132333],[-0.6110055]
13454,[-0.462925],[-0.55562809]
13455,[0.12467337],[0.24439511]
13456,[-0.1522408],[-0.17962872]
13457,[-1.42874762],[-1.50343972]
13458,[-0.16650526],[-0.39703712]
